CLASE DE ACCIDENTE;GRAVEDAD;VIAS;CORREGIMIENTO;DIA  SEMANA;FECHA DE OCURRECIA;HORA OCURRENCIA
CHOQUE;DAÑOS;CALI-CANDELARIA;JUANCHITO;DOMINGO;1/10/2023;3:00:00 a. m.
VOLCAMIENTO;HERIDOS;CANDELARIA-CALI;JUANCHITO;LUNES;2/10/2023;1:00:00 p. m.
CHOQUE;HERIDOS;CANDELARIA-CALI;JUANCHITO;JUEVES;5/10/2023;5:00:00 a. m.
CHOQUE;DAÑOS;VILLARICA-PALMIRA;EL LAURO;DOMINGO;8/10/2023;6:00:00 p. m.
CHOQUE;HERIDOS;CANDELARIA-CALI;CANDELARIA;LUNES;9/10/2023;9:15:00 a. m.
CHOQUE;HERIDOS;PALMIRA-VILLARICA;EL LAURO;MARTES;10/10/2023;12:00:00 p. m.
CHOQUE;HERIDOS;CALI-CANDELARIA;CANDELARIA;MARTES;10/10/2023;5:00:00 p. m.
CHOQUE;HERIDOS;CALI-CANDELARIA;JUANCHITO;MIERCOLES;11/10/2023;9:00:00 p. m.
CHOQUE;HERIDOS;CALI-CANDELARIA;JUANCHITO;VIERNES;13/10/2023;6:00:00 a. m.
CHOQUE;HERIDOS;CANDELARIA-CALI;VILLAGORGONA;DOMINGO;15/10/2023;9:00:00 a. m.
VOLCAMIENTO;MUERTOS;CANDELARIA-PRADERA;CANDELARIA;DOMINGO;15/10/2023;9:00:00 a. m.
CHOQUE;MUERTOS;EL CARMELO - TIPLE;EL CARMELO;DOMINGO;15/10/2023;2:00:00 p. m.
VOLCAMIENTO;MUERTOS;VILLARICA-PALMIRA;CANDELARIA;MARTES;17/10/2023;2:00:00 a. m.
CHOQUE;HERIDOS;CANDELARIA-CALI;VILLAGORGONA;MIERCOLES;18/10/2023;8:00:00 a. m.
CHOQUE;HERIDOS;CANDELARIA-CALI;JUANCHITO;DOMINGO;22/10/2023;1:00:00 p. m.
CHOQUE;HERIDOS;VILLARICA-PALMIRA;EL CABUYAL;DOMINGO;22/10/2023;7:00:00 p. m.
CHOQUE;HERIDOS;CARRERA 35D CON CALLE 14;JUANCHITO;DOMINGO;22/10/2023;6:00:00 p. m.
VOLCAMIENTO;MUERTOS;PALMIRA-VILLARICA;EL LAURO;MIERCOLES;25/10/2023;5:00:00 p. m.
CHOQUE;MUERTOS;PALMIRA-VILLARICA;LA ARGENTINA;VIERNES;27/10/2023;5:00:00 a. m.
CHOQUE;HERIDOS;CANDELARIA-CALI;JUANCHITO;VIERNES;27/10/2023;6:00:00 p. m.
VOLCAMIENTO;MUERTOS;CANDELARIA;LA REGINA;LUNES;30/10/2023;9:00:00 a. m.
CHOQUE;HERIDOS;CANDELARIA-CALI;JUANCHITO;MARTES;31/10/2023;2:00:00 p. m.
CHOQUE;HERIDOS;CALI-CANDELARIA;JUANCHITO;MIERCOLES;1/11/2023;4:00:00 p. m.
CHOQUE;MUERTOS;PALMIRA-VILLARICA;EL CABUYAL;JUEVES;2/11/2023;2:00:00 p. m.
N/A;MUERTOS;VILLARICA-PALMIRA;CANDELARIA;JUEVES;2/11/2023;5:00:00 p. m.
CHOQUE;MUERTOS;CARRERA 37 CALLE 16;JUANCHITO;DOMINGO;5/11/2023;11:00:00 p. m.
CHOQUE;HERIDOS;VILLARICA-PALMIRA;CANDELARIA;MARTES;7/11/2023;6:00:00 p. m.
CHOQUE;HERIDOS;CALI-CANDELARIA;JUANCHITO;LUNES;27/11/2023;6:00:00 p. m.
CHOQUE;HERIDOS;VILLARICA-PALMIRA;EL CABUYAL;VIERNES;10/11/2023;1:00:00 p. m.
CHOQUE;DAÑOS;CALI-CANDELARIA;JUANCHITO;SABADO;18/11/2023;4:00:00 a. m.
ATROPELLO;HERIDOS;CANDELARIA-CALI;EL CARMELO;SABADO;18/11/2023;7:00:00 p. m.
CHOQUE;HERIDOS;CALI-CANDELARIA;EL CARMELO;LUNES;1/07/2024;5:00:00 p. m.
CHOQUE;HERIDOS;CALI-CANDELARIA;VILLAGORGONA;DOMINGO;26/11/2023;10:00:00 a. m.
CHOQUE;HERIDOS;CALI-CANDELARIA;JUANCHITO;SABADO;25/11/2023;7:00:00 p. m.
CHOQUE;MUERTOS;VILLARICA-PALMIRA;EL CABUYAL;DOMINGO;26/11/2023;6:00:00 p. m.
CHOQUE;HERIDOS;CR 30 OESTE CALLE 11;JUANCHITO;VIERNES;2/12/2023;5:00:00 p. m.
CHOQUE;HERIDOS;CALI-CANDELARIA;JUANCHITO;LUNES;5/12/2023;8:00:00 a. m.
CHOQUE;HERIDOS;CALI-CANDELARIA;JUANCHITO;JUEVES;7/12/2023;12:00:00 a. m.
CHOQUE;HERIDOS;VILLARICA-PALMIRA;EL CABUYAL;VIERNES;8/12/2023;3:00:00 a. m.
VOLCAMIENTO;HERIDOS;PALMIRA - VILLARICA;CANDELARIA;SABADO;9/12/2023;6:00:00 a. m.
CHOQUE;HERIDOS;CALI-CANDELARIA;JUANCHITO;LUNES;11/12/2023;1:00:00 p. m.
CHOQUE;HERIDOS;CALI-CANDELARIA;JUANCHITO;LUNES;11/12/2023;4:00:00 p. m.
VOLCAMIENTO;DAÑOS;PALMIRA-VILLARICA;CANDELARIA;MARTES;12/12/2023;11:00:00 p. m.
CHOQUE;HERIDOS;VILLARICA-PALMIRA;EL CABUYAL;VIERNES;15/12/2023;3:00:00 p. m.
VOLCAMIENTO;DAÑOS;CALLE 11 CON CR 4;CANDELARIA;VIERNES;15/12/2023;7:00:00 p. m.
CHOQUE;HERIDOS;CALI-CANDELARIA;JUANCHITO;SABADO;16/12/2023;3:00:00 a. m.
CHOQUE;HERIDOS;VILLAGORGONA;VILLAGORGONA;MIERCOLES;20/12/2023;10:00:00 p. m.
CHOQUE;MUERTOS;VILLARICA-PALMIRA;EL LAURO;JUEVES;21/12/2023;12:00:00 p. m.
CHOQUE;HERIDOS;CALI-CANDELARIA;JUANCHITO;JUEVES;21/12/2023;10:00:00 a. m.
ATROPELLO;HERIDOS;CANDELARIA;CANDELARIA;JUEVES;21/12/2023;7:00:00 p. m.
CHOQUE;HERIDOS;CALI-FLORIDA;CANDELARIA;LUNES;25/12/2023;1:00:00 a. m.
CHOQUE;HERIDOS;PALMIRA-VILLARICA;EL ARENAL;LUNES;29/12/2023;2:00:00 a. m.
CHOQUE;HERIDOS;CALI-FLORIDA;LA COLOMBIANA;MARTES;2/01/2024;11:00:00 a. m.
CHOQUE;HERIDOS;CALI-CANDELARIA;POBLADO CAMPESTRE;MARTES;2/01/2024;8:00:00 p. m.
CHOQUE;HERIDOS;CALI-PRADERA;ING. MAYAGUEZ;MIERCOLES;1/01/2024;5:00:00 a. m.
CHOQUE;MUERTOS;PALMIRA-VILLARICA;PARRAGA;SABADO;6/01/2024;2:00:00 a. m.
CHOQUE;HERIDOS;CR 14 CON CALLE 20;VILLAGORGONA;SABADO;6/01/2024;4:00:00 p. m.
CHOQUE;HERIDOS;CALI-FLORIDA;EL CRUCERO;DOMINGO;7/01/2024;1:00:00 a. m.
CHOQUE;MUERTOS;CALI-CANDELARIA;EL ARENAL;LUNES;8/01/2024;5:00:00 a. m.
CHOQUE;HERIDOS;VILLARICA-PALMIRA;EL LAURO;MIERCOLES;10/01/2024;10:00:00 a. m.
CHOQUE;MUERTOS;VILLARICA-PALMIRA;EL UVAL;MIERCOLES;10/01/2024;3:00:00 p. m.
VOLCAMIENTO;HERIDOS;EL CARMELO;EL CARMELO;DOMINGO;14/01/2024;12:00:00 a. m.
CHOQUE;HERIDOS;CANDELARIA-CALI;POBLADO CAMPESTRE;LUNES;15/01/2024;5:00:00 a. m.
CHOQUE;HERIDOS;VILLARICA-PALMIRA;EL ARENAL;JUEVES;18/01/2024;5:00:00 a. m.
CHOQUE;HERIDOS;PALMIRA-VILLARICA;EL CABUYAL;SABADO;20/01/2024;6:00:00 p. m.
CHOQUE;HERIDOS;FLORIDA-CALI;EL CRUCERO;DOMINGO;28/01/2024;1:00:00 p. m.
CHOQUE;HERIDOS;CALI-CANDELARIA;EL CRUCERO;DOMINGO;28/01/2024;7:00:00 p. m.
VOLCAMIENTO;DAÑOS;VILLARICA-PALMIRA;EL UVAL;MARTES;16/01/2024;1:00:00 a. m.
CHOQUE;MUERTOS;PALMIRA-VILLARICA;EL CABUYAL;MARTES;30/01/2024;1:00:00 p. m.
CHOQUE;HERIDOS;CALI-CANDELARIA;JUANCHITO;DOMINGO;4/02/2024;8:00:00 p. m.
CHOQUE;HERIDOS;PALMIRA-VILLARICA;EL CABUYAL;MARTES;6/02/2024;5:00:00 a. m.
CHOQUE;HERIDOS;VILLAGORGONA;VILLAGORGONA;JUEVES;8/02/2024;5:30:00 p. m.
CHOQUE;HERIDOS;CR 37 CON CALLE 22;POBLADO CAMPESTRE;DOMINGO;11/02/2024;12:00:00 p. m.
CHOQUE;HERIDOS;POBLADO CAMPESTRE;POBLADO CAMPESTRE;DOMINGO;11/02/2024;8:00:00 p. m.
CHOQUE;HERIDOS;PALMIRA-VILLARICA;PARRAGA;DOMINGO;11/02/2024;8:00:00 p. m.
CHOQUE;HERIDOS;CALI-FLORIDA;LA ALIANZA;MARTES;13/02/2024;1:00:00 p. m.
ATROPELLO;HERIDOS;CANDELARIA-CALI;EL CARMELO;JUEVES;15/02/2024;12:00:00 p. m.
CHOQUE;HERIDOS;CANDELARIA-CALI;JUANCHITO;VIERNES;16/02/2024;4:00:00 p. m.
CHOQUE;HERIDOS;VILLAGORGONA;VILLAGORGONA;DOMINGO;18/02/2024;8:00:00 a. m.
CHOQUE;DAÑOS;CALLE 94;JUANCHITO;LUNES;19/02/2024;5:00:00 p. m.
CHOQUE;HERIDOS;CALI-CANDELARIA;DOMINGO LARGO;MARTES;20/02/2024;6:00:00 a. m.
OTRO;HERIDOS;CALI-CANDELARIA;EL CARMELO;JUEVES;22/02/2024;8:00:00 a. m.
CHOQUE;HERIDOS;CABECERA-CANDELARIA;CABECERA-CANDELARIA;SABADO;24/02/2024;11:00:00 p. m.
CHOQUE;HERIDOS;CALI-CANDELARIA;POBLADO CAMPESTRE;LUNES;26/02/2024;8:00:00 a. m.
CHOQUE;HERIDOS;CABECERA-CANDELARIA;CABECERA-CANDELARIA;MARTES;27/02/2024;12:00:00 p. m.
CHOQUE;MUERTOS;PUERTO TEJADA - CANDELARIA;EL CABUYAL;MIERCOLES;28/02/2024;7:00:00 a. m.
CHOQUE;HERIDOS;CANDELARIA-CALI;JUANCHITO;MIERCOLES;6/03/2024;6:00:00 a. m.
CHOQUE;HERIDOS;CABECERA-CANDELARIA;CABECERA-CANDELARIA;DOMINGO;10/03/2024;7:00:00 a. m.
CHOQUE;HERIDOS;CALI-CANDELARIA;JUANCHITO;LUNES;11/03/2024;5:00:00 p. m.
CHOQUE;HERIDOS;CALI-CANDELARIA;JUANCHITO;MARTES;12/03/2024;6:00:00 p. m.
CHOQUE;HERIDOS;CANDELARIA-PALMIRA;EL LAURO;MARTES;12/03/2024;7:00:00 p. m.
CHOQUE;DAÑOS;CALI-CANDELARIA;EL CARMELO;MIERCOLES;13/03/2024;4:00:00 a. m.
ATROPELLO;HERIDOS;CALLE 14 - MANZANARES;POBLADO CAMPESTRE;JUEVES;14/03/2024;6:00:00 a. m.
CHOQUE;HERIDOS;VILLARICA-PALMIRA;EL CABUYAL;JUEVES;14/03/2024;12:00:00 p. m.
CHOQUE;HERIDOS;PALMIRA-VILLARICA;EL LAURO;JUEVES;14/03/2024;6:00:00 p. m.
CHOQUE;HERIDOS;CANDELARIA-CALI;DOMINGO LARGO;JUEVES;14/03/2024;10:00:00 p. m.
ATROPELLO;HERIDOS;CALLE 20 ENTRE CR 35C Y 36;POBLADO CAMPESTRE;VIERNES;15/03/2024;2:00:00 p. m.
CHOQUE;MUERTOS;CANDELARIA-CALI;EL CARMELO;LUNES;25/03/2024;2:00:00 a. m.
CHOQUE;HERIDOS;CANDELARIA-CALI;EL CARMELO;DOMINGO;17/03/2024;7:00:00 a. m.
CHOQUE;HERIDOS;CALI-CANDELARIA;EL CARMELO;LUNES;18/03/2024;3:00:00 p. m.
CHOQUE;HERIDOS;PUERTO TEJADA - PALMIRA;PROVENZA;MIERCOLES;20/03/2024;6:00:00 p. m.
CHOQUE;HERIDOS;CALI-CANDELARIA;EL CRUCERO;VIERNES;22/03/2024;3:00:00 p. m.
CHOQUE;MUERTOS;CANDELARIA-CALI;JUANCHITO;DOMINGO;24/03/2024;9:00:00 p. m.
CHOQUE;MUERTOS;CALI-CANDELARIA;VILLAGORGONA;LUNES;25/03/2024;3:00:00 p. m.
CHOQUE;HERIDOS;CALI-FLORIDA;EL CRUCERO;DOMINGO;30/03/2024;6:00:00 p. m.
CHOQUE;HERIDOS;CANDELARIA-CALI;EL CARMELO;LUNES;1/04/2024;6:00:00 a. m.
CHOQUE;HERIDOS;CANDELARIA-CALI;VILLAGORGONA;LUNES;1/04/2024;4:00:00 p. m.
CHOQUE;MUERTOS;CANDELARIA-CALI;EL CRUCERO;MARTES;9/04/2024;5:00:00 a. m.
ATROPELLO;HERIDOS;VILLARICA-PALMIRA;EL CABUYAL;SABADO;13/04/2024;6:00:00 a. m.
CHOQUE;MUERTOS;CANDELARIA-CALI;SAN JUAN;SABADO;13/04/2024;6:00:00 a. m.
CHOQUE;HERIDOS;VILLARICA-PALMIRA;ZAINERAS;MIERCOLES;10/04/2024;7:00:00 p. m.
CHOQUE;HERIDOS;PALMIRA-VILLARICA;EL ARENAL;MIERCOLES;17/04/2024;5:00:00 a. m.
CHOQUE;HERIDOS;PALMIRA-VILLARICA;EL CABUYAL;MIERCOLES;17/04/2024;7:00:00 a. m.
ATROPELLO;MUERTOS;CALI-CANDELARIA;EL CARMELO;SABADO;20/04/2024;8:00:00 p. m.
CHOQUE;HERIDOS;CALI-CANDELARIA;POBLADO CAMPESTRE;JUEVES;25/04/2024;11:00:00 a. m.
CHOQUE;MUERTOS;VILLARICA-PALMIRA;EL ARENAL;DOMINGO;28/04/2024;1:00:00 p. m.
ATROPELLO;HERIDOS;VILLAGORGONA-BUCHITOLO;VILLAGORGONA;LUNES;29/04/2024;12:00:00 a. m.
CHOQUE;HERIDOS;CANDELARIA-CALI;DOMINGO LARGO;MARTES;30/04/2024;2:00:00 p. m.
CHOQUE;HERIDOS;CALI-CANDELARIA;JUANCHITO;VIERNES;3/05/2024;6:00:00 a. m.
CHOQUE;HERIDOS;CANDELARIA-PALMIRA;CANDELARIA;VIERNES;3/05/2024;5:00:00 p. m.
CHOQUE;MUERTOS;SAN JOAQUIN - EL TIPLE;EL CARMELO;LUNES;6/05/2024;2:00:00 p. m.
CHOQUE;HERIDOS;PALMIRA-VILLARICA;PROVENZA;MARTES;7/05/2024;5:00:00 p. m.
CHOQUE;HERIDOS;CALI-CANDELARIA;EL CRUCERO;JUEVES;9/05/2024;9:00:00 p. m.
CHOQUE;DAÑOS;CANDELARIA-CALI;JUANCHITO;VIERNES;10/05/2024;5:00:00 p. m.
CHOQUE;HERIDOS;CANDELARIA-CALI;EL CARMELO;JUEVES;16/05/2024;8:00:00 a. m.
CHOQUE;HERIDOS;CALI-CANDELARIA;POBLADO CAMPESTRE;MARTES;14/05/2024;11:00:00 a. m.
CHOQUE;MUERTOS;VILLARICA-PALMIRA;EL LAURO;MARTES;14/05/2024;9:00:00 p. m.
CHOQUE;HERIDOS;VILLAGORGONA;VILLAGORGONA;JUEVES;16/05/2024;5:00:00 p. m.
CHOQUE;HERIDOS;PALMIRA-VILLARICA;TURIN;VIERNES;17/05/2024;8:00:00 p. m.
CHOQUE;HERIDOS;CALI-FLORIDA;LA COLOMBIANA;SABADO;25/05/2024;10:00:00 p. m.
CHOQUE;HERIDOS;VILLAGORGONA;VILLAGORGONA;DOMINGO;26/05/2024;10:00:00 a. m.
ATROPELLO;HERIDOS;CANDELARIA-CALI;VILLAGORGONA;SABADO;25/05/2024;1:00:00 a. m.
CHOQUE;DAÑOS;CANDELARIA-CALI;DOMINGO LARGO;MARTES;28/05/2024;7:00:00 a. m.
ATROPELLO;HERIDOS;ESTACION DE POLICIA GORGONA;VILLAGORGONA;VIERNES;31/05/2024;4:00:00 p. m.
CHOQUE;HERIDOS;CALI-CANDELARIA;JUANCHITO;SABADO;18/05/2024;7:00:00 p. m.
CHOQUE;HERIDOS;CALI-CANDELARIA;EL CARMELO;DOMINGO;19/05/2024;4:00:00 a. m.
CHOQUE;HERIDOS;CALLE 23 CR 12;POBLADO CAMPESTRE;MARTES;7/05/2024;3:00:00 p. m.
CHOQUE;MUERTOS;CANDELARIA-PALMIRA;PROVENZA;MARTES;4/06/2024;2:00:00 p. m.
CHOQUE;HERIDOS;CABECERA-CANDELARIA;CABECERA-CANDELARIA;JUEVES;6/06/2024;3:00:00 p. m.
CHOQUE;HERIDOS;PUERTOTEJADA-CANDELARIA;EL TRIUNFO;JUEVES;20/06/2024;6:00:00 a. m.
CHOQUE;HERIDOS;CALI-CANDELARIA;EL CRUCERO;VIERNES;14/06/2024;4:00:00 a. m.
ATROPELLO;MUERTOS;VILLARICA-PALMIRA;PARRAGA;MARTES;11/06/2024;6:00:00 p. m.
CHOQUE;HERIDOS;CANDELARIA-CALI;EL CARMELO;MIERCOLES;12/06/2024;9:00:00 a. m.
CHOQUE;HERIDOS;CALI-CANDELARIA;VILLAGORGONA;DOMINGO;16/06/2024;8:00:00 p. m.
CHOQUE;DAÑOS;VILLARICA-PALMIRA;CANDELARIA;MIERCOLES;19/06/2024;2:00:00 p. m.
CHOQUE;HERIDOS;CALI-CANDELARIA;JUANCHITO;DOMINGO;23/06/2024;2:00:00 p. m.
CHOQUE;HERIDOS;CALI-CANDELARIA;JUANCHITO;SABADO;22/06/2024;11:00:00 p. m.
CHOQUE;HERIDOS;FLORIDA-CALI;EL CRUCERO;VIERNES;28/06/2024;5:00:00 p. m.
CHOQUE;DAÑOS;SAN JOAQUIN - EL TIPLE;EL TIPLE;MIERCOLES;26/06/2024;8:00:00 a. m.
VOLCAMIENTO;HERIDOS;LA COLOMBIANA;LA COLOMBIANA;DOMINGO;30/06/2024;2:00:00 a. m.
CHOQUE;HERIDOS;VILLARICA-PALMIRA;EL LAURO;MARTES;2/07/2024;5:00:00 a. m.
CHOQUE;HERIDOS;CALI-CANDELARIA;JUANCHITO;MARTES;2/07/2024;7:00:00 a. m.
CHOQUE;HERIDOS;CALI-CANDELARIA;EL CRUCERO;MIERCOLES;3/07/2024;7:00:00 p. m.
CHOQUE;HERIDOS;CR 14 CALLE 21;VILLAGORGONA;SABADO;6/07/2024;2:00:00 p. m.
CHOQUE;HERIDOS;VILLARICA-PALMIRA;CABECERA-CANDELARIA;DOMINGO;7/07/2024;5:00:00 a. m.
CHOQUE;MUERTOS;CALI-CANDELARIA;JUANCHITO;LUNES;8/07/2024;12:00:00 p. m.
CHOQUE;HERIDOS;CALI-FLORIDA;LA REGINA;SABADO;20/07/2024;8:00:00 p. m.
ATROPELLO;HERIDOS;CANDELARIA-CALI;JUANCHITO;SABADO;13/07/2024;2:00:00 p. m.
CHOQUE;HERIDOS;CALI-CANDELARIA;JUANCHITO;SABADO;13/07/2024;10:00:00 p. m.
CHOQUE;HERIDOS;CALI-CANDELARIA;EL CARMELO;LUNES;15/07/2024;12:00:00 p. m.
CHOQUE;MUERTOS;CALI-CANDELARIA;EL CARMELO;DOMINGO;21/07/2024;10:00:00 p. m.
CHOQUE;HERIDOS;CABECERA-CANDELARIA;CABECERA-CANDELARIA;MARTES;23/07/2024;3:00:00 p. m.
CHOQUE;HERIDOS;CABECERA-CANDELARIA;CABECERA-CANDELARIA;SABADO;27/07/2024;12:00:00 a. m.
CHOQUE;MUERTOS;CALI-FLORIDA;CANDELARIA;SABADO;31/07/2024;12:00:00 a. m.
ATROPELLO;HERIDOS;CARRERA 10 CALLE 14;VILLAGORGONA;JUEVES;1/08/2024;9:00:00 a. m.
CHOQUE;MUERTOS;CALI-FLORIDA;LA REGINA;VIERNES;2/08/2024;5:00:00 p. m.
CHOQUE;HERIDOS;CALI-FLORIDA;LA REGINA;SABADO;3/08/2024;4:00:00 a. m.
VOLCAMIENTO;MUERTOS;CANDELARIA-CALI;VILLAGORGONA;MIERCOLES;7/08/2024;5:00:00 p. m.
CHOQUE;HERIDOS;PALMIRA-VILLARICA;CABECERA-CANDELARIA;MIERCOLES;14/08/2024;2:00:00 p. m.
CHOQUE;HERIDOS;CALLE 16 CR 2;VILLAGORGONA;VIERNES;16/08/2024;4:00:00 p. m.
CHOQUE;HERIDOS;CALI-CANDELARIA;JUANCHITO;MARTES;20/08/2024;6:00:00 p. m.
CHOQUE;HERIDOS;CALI-CANDELARIA;VILLAGORGONA;MIERCOLES;21/08/2024;6:00:00 a. m.
CHOQUE;HERIDOS;CANDELARIA-CALI;JUANCHITO;MIERCOLES;21/08/2024;7:00:00 a. m.
CHOQUE;HERIDOS;CANDELARIA-CALI;JUANCHITO;DOMINGO;25/08/2024;3:00:00 a. m.
ATROPELLO;HERIDOS;CARRERA 6 CALLE 8-81;CABECERA-CANDELARIA;LUNES;26/08/2024;7:00:00 p. m.
CHOQUE;HERIDOS;CR 12 CALLE 5;CABECERA-CANDELARIA;MARTES;27/08/2024;12:00:00 a. m.
CHOQUE;HERIDOS;CALI-CANDELARIA;POBLADO CAMPESTRE;MIERCOLES;28/08/2024;12:00:00 a. m.
CHOQUE;HERIDOS;FLORIDA-CALI;EL CARMELO;MIERCOLES;28/08/2024;12:00:00 a. m.
CHOQUE;MUERTOS;CANDELARIA-CALI;EL CARMELO;VIERNES;30/08/2024;3:00:00 p. m.
VOLCAMIENTO;HERIDOS;FLORIDA-CALI;EL CRUCERO;SABADO;31/08/2024;1:00:00 a. m.
ATROPELLO;HERIDOS;CANDELARIA-CALI;VILLAGORGONA;DOMINGO;1/09/2024;3:00:00 a. m.
CHOQUE;HERIDOS;CANDELARIA-CALI;JUANCHITO;MIERCOLES;4/09/2024;9:00:00 a. m.
CHOQUE;HERIDOS;CALI-CANDELARIA;JUANCHITO;VIERNES;13/09/2024;6:00:00 p. m.
CHOQUE;MUERTOS;CANDELARIA-CALI;VILLAGORGONA;MARTES;17/09/2024;3:00:00 a. m.
CHOQUE;HERIDOS;CANDELARIA-CALI;EL CARMELO;LUNES;16/09/2024;2:00:00 p. m.
CHOQUE;HERIDOS;CANDELARIA-CALI;JUANCHITO;MIERCOLES;25/09/2024;6:00:00 a. m.
CHOQUE;HERIDOS;CR 12A  - CALLE 21A;VILLAGORGONA;DOMINGO;29/09/2024;8:00:00 a. m.
CHOQUE;HERIDOS;VILLARICA-PALMIRA;EL LAURO;MARTES;1/10/2024;12:00:00 p. m.
ATROPELLO;HERIDOS;CANDELARIA-CALI;VILLAGORGONA;MIERCOLES;2/10/2024;5:00:00 a. m.
CHOQUE;HERIDOS;CALI-CANDELARIA;EL CARMELO;VIERNES;4/10/2024;1:00:00 p. m.
CHOQUE;HERIDOS;CARRERA 9 FRENTE AL # 16-7;VILLAGORGONA;JUEVES;3/10/2024;6:00:00 a. m.
CHOQUE;HERIDOS;CALI-CANDELARIA;EL CRUCERO;SABADO;5/10/2024;9:00:00 a. m.
CHOQUE;MUERTOS;CALI-CANDELARIA;EL CARMELO;LUNES;7/10/2024;6:00:00 a. m.
CHOQUE;HERIDOS;FLORIDA-CALI;CANDELARIA;JUEVES;17/10/2024;8:00:00 a. m.
CHOQUE;HERIDOS;CANDELARIA-CALI;JUANCHITO;SABADO;19/10/2024;9:00:00 p. m.
CHOQUE;HERIDOS;CALI-CANDELARIA;VILLAGORGONA;MARTES;22/10/2024;6:00:00 a. m.
ATROPELLO;HERIDOS;CALLE 17 CR 12A;VILLAGORGONA;LUNES;21/10/2024;6:00:00 p. m.
